OBJECTID,latitude,longitude,scientific,common_nam,date_time,last_mod,geom_WKT
220,-10.1878,142.1426,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1426 -10.1878)
221,-12.3516,143.1942,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.1942 -12.3516)
222,-10.7167,142.15,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (142.15 -10.7166999999999)
223,-10.0598,142.1017,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1017 -10.0597999999999)
224,-20.8701,149.5996,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.5996 -20.8701)
225,-20.9128,149.3853,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.3853 -20.9127999999999)
226,-11.8383,143.3133,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.3133 -11.8382999999999)
227,-11.7283,142.9883,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.9883 -11.7282999999999)
228,-10.2,142.1733,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.1733 -10.1999999999999)
229,-13.3667,143.9667,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (143.9667 -13.3667)
230,-20.8254,148.8405,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.8405 -20.8253999999999)
231,-20.7545,149.2198,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2198 -20.7545)
232,-11.5326,142.0682,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.0682 -11.5325999999999)
233,-24.5855,152.1081,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (152.1081 -24.5855)
234,-11.6,144.0167,Lepidochelys olivacea,Olive Ridley,1/01/1978,12/01/2021,POINT (144.0167 -11.6)
235,-21.4253,149.3349,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.3349 -21.4252999999999)
236,-24.7721,152.4172,Lepidochelys olivacea,Olive Ridley,1/01/1978,12/01/2021,POINT (152.4172 -24.7721)
237,-9.4783,143.855,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.855 -9.47829999999993)
238,-10.5533,142.345,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.345 -10.5533)
239,-20.7288,149.4662,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4662 -20.7288)
240,-10.9833,142.1,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.1 -10.9832999999999)
241,-23.5333,151.2033,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.2033 -23.5332999999999)
242,-9.5883,143.7683,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.7683 -9.58829999999995)
243,-10.7173,142.3429,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.3429 -10.7173)
244,-23.085,150.8867,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.8867 -23.085)
245,-10.66,142.755,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.755 -10.66)
246,-19.65,147.5969,Lepidochelys olivacea,Olive Ridley,1/01/1970,12/01/2021,POINT (147.5969 -19.65)
247,-22.2347,150.3134,Lepidochelys olivacea,Olive Ridley,1/01/2001,12/01/2021,POINT (150.3134 -22.2347)
248,-20.5997,148.8781,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.8781 -20.5996999999999)
249,-21.8358,149.8255,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8255 -21.8357999999999)
250,-9.5167,143.2867,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.2867 -9.51669999999996)
251,-10.57,142.1567,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.1567 -10.5699999999999)
252,-11.6,144.0167,Lepidochelys olivacea,Olive Ridley,1/01/1979,12/01/2021,POINT (144.0167 -11.6)
253,-16.7323,139.311,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.311 -16.7323)
254,-23.99,151.63,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (151.63 -23.99)
255,-25,153.3667,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (153.3667 -24.9999999999999)
256,-20.7825,149.3876,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.3876 -20.7825)
257,-20.7586,149.2689,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2689 -20.7585999999999)
258,-16.6981,139.4362,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.4362 -16.6981)
259,-10.3191,142.0913,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.0913 -10.3190999999999)
260,-21.4472,149.8428,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8428 -21.4472)
261,-21.3133,149.2924,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2924 -21.3133)
262,-24.5855,152.1081,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (152.1081 -24.5855)
263,-21.4832,149.9099,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.9099 -21.4832)
264,-21.2682,149.6286,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.6286 -21.2682)
265,-24.7914,152.4367,Lepidochelys olivacea,Olive Ridley,1/01/1971,12/01/2021,POINT (152.4367 -24.7914)
266,-9.5192,141.5704,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.5704 -9.51919999999996)
267,-10.1857,142.1676,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1676 -10.1856999999999)
268,-10.6,142.635,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.635 -10.6)
269,-10.3567,142.105,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.105 -10.3566999999999)
270,-16.6695,139.4652,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.4652 -16.6695)
271,-21.3597,149.3085,Lepidochelys olivacea,Olive Ridley,1/01/1995,12/01/2021,POINT (149.3085 -21.3597)
272,-22.1651,149.5587,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.5587 -22.1650999999999)
273,-10.9995,142.758,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.758 -10.9995)
274,-17.5783,139.7533,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.7533 -17.5783)
275,-22.2284,150.3329,Lepidochelys olivacea,Olive Ridley,1/01/2001,12/01/2021,POINT (150.3329 -22.2284)
276,-10.2403,142.1194,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1194 -10.2402999999999)
277,-24.806,152.4548,Lepidochelys olivacea,Olive Ridley,1/01/1972,12/01/2021,POINT (152.4548 -24.806)
278,-9.9567,143.2917,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.2917 -9.95669999999996)
279,-21.1484,149.22,Lepidochelys olivacea,Olive Ridley,1/01/1993,12/01/2021,POINT (149.22 -21.1484)
280,-20.9094,149.0461,Lepidochelys olivacea,Olive Ridley,1/01/1974,12/01/2021,POINT (149.0461 -20.9093999999999)
281,-20.8507,148.9205,Lepidochelys olivacea,Olive Ridley,1/01/1995,12/01/2021,POINT (148.9205 -20.8507)
282,-19.0333,146.6333,Lepidochelys olivacea,Olive Ridley,1/01/1980,12/01/2021,POINT (146.6333 -19.0332999999999)
283,-12.8874,143.5485,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.5485 -12.8874)
284,-10.6969,142.4914,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.4914 -10.6969)
285,-23.9833,151.6533,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.6533 -23.9832999999999)
286,-9.1333,143.8833,Lepidochelys olivacea,Olive Ridley,1/01/1977,12/01/2021,POINT (143.8833 -9.13329999999996)
287,-16.6833,139.85,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.85 -16.6833)
288,-21.0059,149.8947,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8947 -21.0058999999999)
289,-23.17,150.9317,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.9317 -23.17)
290,-17.6167,139.9095,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.9095 -17.6167)
291,-16.4333,145.4,Lepidochelys olivacea,Olive Ridley,1/01/1982,12/01/2021,POINT (145.4 -16.4333)
292,-23.1583,150.7933,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.7933 -23.1582999999999)
293,-23.3333,151.95,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (151.95 -23.3333)
294,-21.5479,149.4643,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4643 -21.5479)
295,-12.0167,141.8238,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (141.8238 -12.0167)
296,-21.9581,149.5774,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.5774 -21.9580999999999)
297,-11.7917,143.0883,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.0883 -11.7916999999999)
298,-24.3167,151.9667,Lepidochelys olivacea,Olive Ridley,1/01/1971,12/01/2021,POINT (151.9667 -24.3167)
299,-17.2838,139.2033,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.2033 -17.2837999999999)
300,-20.9093,149.432,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.432 -20.9093)
301,-17.682,140.3458,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (140.3458 -17.682)
302,-23.4817,150.99,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.99 -23.4816999999999)
303,-24.25,151.94,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (151.94 -24.2499999999999)
304,-10.9241,142.2137,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.2137 -10.9241)
305,-23.9,152.3833,Lepidochelys olivacea,Olive Ridley,1/01/1975,12/01/2021,POINT (152.3833 -23.9)
306,-10.03,142.85,Lepidochelys olivacea,Olive Ridley,1/01/1978,12/01/2021,POINT (142.85 -10.03)
307,-20.8076,149.2489,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2489 -20.8076)
308,-11.9903,143.2271,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.2271 -11.9902999999999)
309,-9.825,141.425,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (141.425 -9.82499999999993)
310,-19.1667,146.85,Lepidochelys olivacea,Olive Ridley,1/01/1975,12/01/2021,POINT (146.85 -19.1666999999999)
311,-16.4917,139.8083,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.8083 -16.4917)
312,-11.1696,143.0144,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (143.0144 -11.1695999999999)
313,-13.2167,143.5667,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.5667 -13.2166999999999)
314,-20.7591,149.4315,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4315 -20.7590999999999)
315,-23.3633,150.9433,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.9433 -23.3633)
316,-10.2936,142.1001,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1001 -10.2936)
317,-11.6,144.0167,Lepidochelys olivacea,Olive Ridley,1/01/1987,12/01/2021,POINT (144.0167 -11.6)
318,-23.433,151.9167,Lepidochelys olivacea,Olive Ridley,1/01/2002,12/01/2021,POINT (151.9167 -23.4329999999999)
319,-9.7783,143.4417,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.4417 -9.77829999999994)
320,-10.9124,142.2435,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.2435 -10.9123999999999)
321,-20.8543,148.9275,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.9275 -20.8543)
322,-9.7533,143.4083,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.4083 -9.75329999999997)
323,-24.8223,152.4646,Lepidochelys olivacea,Olive Ridley,1/01/1975,12/01/2021,POINT (152.4646 -24.8222999999999)
324,-24.7721,152.4172,Lepidochelys olivacea,Olive Ridley,1/01/1977,12/01/2021,POINT (152.4172 -24.7721)
325,-24.5203,152.062,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (152.062 -24.5203)
326,-20.8501,148.9323,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.9323 -20.8500999999999)
327,-21.8268,149.7991,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.7991 -21.8267999999999)
328,-22.0361,149.8399,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8399 -22.0361)
329,-21.3222,149.2926,Lepidochelys olivacea,Olive Ridley,1/01/1994,12/01/2021,POINT (149.2926 -21.3222)
330,-10.7131,142.4415,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.4415 -10.7130999999999)
331,-21.7833,152.45,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (152.45 -21.7832999999999)
332,-21.4539,149.4572,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4572 -21.4539)
333,-10.3283,142.0933,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.0933 -10.3283)
334,-10.7067,142.595,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.595 -10.7067)
335,-21.0173,149.1803,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.1803 -21.0173)
336,-10.9113,142.2523,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.2523 -10.9112999999999)
337,-16.2724,139.2741,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.2741 -16.2723999999999)
338,-24.8154,152.4624,Lepidochelys olivacea,Olive Ridley,1/01/1969,12/01/2021,POINT (152.4624 -24.8154)
339,-24.7914,152.4367,Lepidochelys olivacea,Olive Ridley,1/01/1977,12/01/2021,POINT (152.4367 -24.7914)
340,-20.8664,149.6054,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.6054 -20.8663999999999)
341,-21.9109,149.4632,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4632 -21.9109)
342,-10.8467,142.355,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.355 -10.8466999999999)
343,-21.7449,149.6894,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.6894 -21.7449)
344,-16.0786,141.4315,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.4315 -16.0785999999999)
345,-10.055,142.165,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (142.165 -10.0549999999999)
346,-23.815,151.3883,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.3883 -23.8149999999999)
347,-16.9303,139.0365,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.0365 -16.9302999999999)
348,-22.1493,149.849,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.849 -22.1493)
349,-22.0686,149.9044,Lepidochelys olivacea,Olive Ridley,1/01/2001,12/01/2021,POINT (149.9044 -22.0685999999999)
350,-21.3788,149.8307,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8307 -21.3788)
351,-10.175,143.2267,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.2267 -10.175)
352,-12.8457,143.5432,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.5432 -12.8457)
353,-20.8076,149.2594,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2594 -20.8076)
354,-12.8267,141.7571,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (141.7571 -12.8267)
355,-21.9927,149.878,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.878 -21.9927)
356,-11.6,144.02,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (144.02 -11.6)
357,-16.5561,139.5941,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (139.5941 -16.5561)
358,-24.5855,152.1081,Lepidochelys olivacea,Olive Ridley,1/01/1968,12/01/2021,POINT (152.1081 -24.5855)
359,-10.3457,142.1074,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1074 -10.3457)
360,-21.5716,149.8066,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8066 -21.5715999999999)
361,-21.7492,149.5862,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.5862 -21.7492)
362,-11.4833,143.0333,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (143.0333 -11.4832999999999)
363,-20.648,148.7229,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.7229 -20.648)
364,-20.9199,149.0455,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (149.0455 -20.9198999999999)
365,-17.6516,140.4541,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (140.4541 -17.6516)
366,-21.1543,149.203,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (149.203 -21.1543)
367,-11.9851,143.217,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.217 -11.9850999999999)
368,-23.1933,150.985,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.985 -23.1933)
369,-10.7693,142.3863,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.3863 -10.7692999999999)
370,-21.7959,149.705,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.705 -21.7959)
371,-10.2841,142.1006,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1006 -10.2841)
372,-20.6767,148.7107,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.7107 -20.6767)
373,-20.772,149.3902,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.3902 -20.7719999999999)
374,-21.0345,149.1752,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (149.1752 -21.0345)
375,-10.2505,142.1105,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1105 -10.2504999999999)
376,-11.2925,142.8178,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.8178 -11.2925)
377,-22.0054,149.843,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.843 -22.0054)
378,-21.4166,149.3207,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.3207 -21.4166)
379,-20.5548,149.0771,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.0771 -20.5547999999999)
380,-20.9301,149.4703,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4703 -20.9301)
381,-22.002,149.8482,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.8482 -22.002)
382,-16.8617,138.825,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (138.825 -16.8616999999999)
383,-21.2937,149.2925,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2925 -21.2936999999999)
384,-20.8948,148.9876,Lepidochelys olivacea,Olive Ridley,1/01/1995,12/01/2021,POINT (148.9876 -20.8948)
385,-23.1733,151.1583,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.1583 -23.1733)
386,-25.2533,152.8033,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (152.8033 -25.2533)
387,-24.8483,152.4683,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (152.4683 -24.8482999999999)
388,-12.6291,143.4433,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.4433 -12.6290999999999)
389,-20.8507,148.9205,Lepidochelys olivacea,Olive Ridley,1/01/1980,12/01/2021,POINT (148.9205 -20.8507)
390,-23.2017,151.0983,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (151.0983 -23.2017)
391,-12.8401,143.5328,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.5328 -12.8400999999999)
392,-27.4283,153.525,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (153.525 -27.4283)
393,-9.5667,143.4917,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.4917 -9.56669999999997)
394,-10.05,143.0667,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.0667 -10.05)
395,-21.604,149.7897,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.7897 -21.6039999999999)
396,-10.9463,142.1362,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.1362 -10.9463)
397,-13.7054,143.5438,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (143.5438 -13.7053999999999)
398,-10.1534,142.1767,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.1767 -10.1534)
399,-23.3442,150.9357,Lepidochelys olivacea,Olive Ridley,1/01/1980,12/01/2021,POINT (150.9357 -23.3441999999999)
400,-20.7312,149.4657,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4657 -20.7311999999999)
401,-23.3333,150.9333,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.9333 -23.3333)
402,-24.806,152.4548,Lepidochelys olivacea,Olive Ridley,1/01/1975,12/01/2021,POINT (152.4548 -24.806)
403,-24.806,152.4548,Lepidochelys olivacea,Olive Ridley,1/01/1980,12/01/2021,POINT (152.4548 -24.806)
404,-24.7705,152.4182,Lepidochelys olivacea,Olive Ridley,1/01/1997,12/01/2021,POINT (152.4182 -24.7705)
405,-21.3382,149.2964,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.2964 -21.3382)
406,-13.6556,143.7194,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (143.7194 -13.6555999999999)
407,-10.7552,142.4152,Lepidochelys olivacea,Olive Ridley,1/01/2005,12/01/2021,POINT (142.4152 -10.7551999999999)
408,-23.2817,150.8883,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.8883 -23.2816999999999)
409,-20.9162,149.4265,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.4265 -20.9161999999999)
410,-11.5583,143.7417,Lepidochelys olivacea,Olive Ridley,1/01/1976,12/01/2021,POINT (143.7417 -11.5583)
411,-16.7767,138.4283,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (138.4283 -16.7766999999999)
412,-23.095,150.9,Lepidochelys olivacea,Olive Ridley,1/01/1998,12/01/2021,POINT (150.9 -23.095)
413,-22.1413,149.5863,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (149.5863 -22.1412999999999)
414,-13.4833,143.7333,Lepidochelys olivacea,Olive Ridley,1/01/1996,12/01/2021,POINT (143.7333 -13.4832999999999)
415,-11.1338,142.7909,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.7909 -11.1338)
416,-20.8545,148.9141,Lepidochelys olivacea,Olive Ridley,1/01/2000,12/01/2021,POINT (148.9141 -20.8545)
417,-10.0727,142.0686,Lepidochelys olivacea,Olive Ridley,1/01/1999,12/01/2021,POINT (142.0686 -10.0726999999999)
418,-21.452,149.2904,Lepidochelys olivacea,Olive Ridley,1/01/1993,12/01/2021,POINT (149.2904 -21.4519999999999)
